대분류코드,대분류명,중분류코드,중분류명,품목코드,품목명,등급,정의
A,기구·기계,A12000,비전리 진단 장치,A12010.07,상전도 자석식 유방용 자기공명 전산화 단층 촬영장치,2,"핵자기 공명 현상을 이용하여 유방을 단층 촬영하는 기구. 상전도 자석(전자석방식)을 갖추고 있으며 고정형, 이동식 또는 운반형이 있다."
A,기구·기계,A12000,비전리 진단 장치,A12010.08,상전도 자석식 전신용 자기공명 전산화 단층 촬영장치,2,"핵자기 공명 현상을 이용하여 인체의 모든 대상부위(전신)를 단층 촬영하는 기구. 상전도 자석(전자석방식)을 갖추고 있으며 고정형, 이동식 또는 운반형이 있다."
A,기구·기계,A12000,비전리 진단 장치,A12010.09,영구 자석식 부위 한정용 자기공명 전산화 단층 촬영장치,2,"핵자기 공명 현상을 이용하여 인체의 두부 등 신체의 일부분을 단층 촬영하는 기구. 영구 자석을 갖추고 있으며 고정형, 이동식 또는 운반형이 있다."
A,기구·기계,A12000,비전리 진단 장치,A12010.10,영구 자석식 순환기용 자기공명 전산화 단층 촬영장치,2,"핵자기 공명 현상을 이용하여 심혈관계를 단층 촬영하는 기구. 영구 자석을 갖추고 있으며 고정형, 이동식 또는 운반형이 있다."
A,기구·기계,A12000,비전리 진단 장치,A12010.11,영구 자석식 유방용 자기공명 전산화 단층 촬영장치,2,"핵자기 공명 현상을 이용하여 유방을 단층 촬영하는 기구. 영구 자석을 갖추고 있으며 고정형, 이동식 또는 운반형이 있다."
A,기구·기계,A12000,비전리 진단 장치,A12010.12,영구 자석식 전신용 자기공명 전산화 단층 촬영장치,2,"핵자기 공명 현상을 이용하여 인체의 모든 대상부위(전신)를 단층 촬영하는 기구. 영구 자석을 갖추고 있으며 고정형, 이동식 또는 운반형이 있다."
A,기구·기계,A13000,방사선 진료 장치,A13010.01,양전자 방출·전산화 단층 촬영장치,2,인체 내부에 위치한 양전자 방출 방사성 핵종의 분포와 위치를 탐색하여 단층 영상을 만드는 기구
A,기구·기계,A13000,방사선 진료 장치,A13010.02,양전자 방출·전산화 단층 엑스선 조합 촬영장치,2,양전자 방출·전산화 단층 촬영장치와 전산화 단층 엑스선 촬영장치를 조합하여 단층 영상을 만드는 기구.
A,기구·기계,A13000,방사선 진료 장치,A13020.01,치료용 하전입자 가속장치,3,"전자, 양자 등의 대전 입자가 높은 에너지를 갖도록 가속하여 치료에 사용하는 기구"
A,기구·기계,A13000,방사선 진료 장치,A13030.01,치료용 중성자 조사장치,3,높은 에너지의 중성자를 발생시켜 치료에 사용하는 기구
A,기구·기계,A13000,방사선 진료 장치,A13030.02,치료용 입자선 조사장치,3,"양성자, 중성자, 탄소이온 등의 입자로 이루어지는 고에너지 빔을 발생시켜 치료에 사용하는 기구"
A,기구·기계,A13000,방사선 진료 장치,A13030.03,붕소 중성자 포획용 중성자 조사장치,3,붕소 중성자 포획 치료에 사용되는 중성자를 발생시켜 치료에 사용하는 기구
A,기구·기계,A13000,방사선 진료 장치,A13040.01,형광 스캐너,2,인체에 엑스선이나 낮은 에너지의 감마선을 쪼여 유기되는 형광 방사를 측정하는 기구
A,기구·기계,A13000,방사선 진료 장치,A13050.01,핵단층 촬영장치,2,인체 내의 핵 방사를 탐지하여 특정 부위의 단층면의 영상을 제공하는 기구
A,기구·기계,A13000,방사선 진료 장치,A13060.01,방사성 핵종재 호흡장치,2,"기체상, 휘발성 방사성 핵종 또는 방사성 핵종 에어로졸을 환자에게 호흡하게 하여 핵의학 환기 시험 등을 하는 기구"
A,기구·기계,A13000,방사선 진료 장치,A13070.01,방사선 치료용 빔조정 블록,2,방사선원의 빔의 형태를 조정하고자 납과 같은 물질로 만든 기구
A,기구·기계,A13000,방사선 진료 장치,A13080.01,수동식 근접치료용 방사선 조사장치,3,방사선 치료를 위하여 방사선 물질을 체내 또는 피부 표면에 적용하는 수동식 기구
A,기구·기계,A13000,방사선 진료 장치,A13090.01,원격 조정식 근접치료용 방사선 조사장치,3,방사선 치료를 위하여 방사선 물질을 체내 또는 피부 표면에 적용하는 기구
A,기구·기계,A13000,방사선 진료 장치,A13100.01,원격 치료용 방사선 조사장치,3,환자의 신체와 떨어져 있는 방사선원으로 쬐어 치료를 할 수 있도록 하는 기구
A,기구·기계,A13000,방사선 진료 장치,A13110.01,감마 카메라,2,방사선 동위 원소의 체내 분포를 검출기로 화상화하는 기구
A,기구·기계,A13000,방사선 진료 장치,A13120.01,기능 검사용 방사선 측정장치,2,"체내의 방사선 동위 원소 농도의 시간적 변화를 측정하여 기록하는 장치로서 갑상선 섭취율 측정, 국소 혈류량 산정, 심장 기능의 평가 등에 사용하는 기구"
A,기구·기계,A13000,방사선 진료 장치,A13160.01,감마선 골밀도 측정기,2,뼈 또는 인접 조직에 감마선 등을 투과시켜 뼈의 밀도와 미네랄 함량을 측정하는 기구
A,기구·기계,A13000,방사선 진료 장치,A13170.01,단일광자 방출 전산화 단층 촬영장치,2,단일광자 방출 전산화 단층 촬영장치를 이용하여 단층 영상을 만드는 장치
A,기구·기계,A13000,방사선 진료 장치,A13170.02,단일광자 방출 전산화 단층 엑스선 조합 촬영장치,2,단일광자 방출 전산화 단층 촬영장치와 전산화 단층 엑스선  촬영장치를 조합하여 이용하여 단층 영상을 만드는 장치
A,기구·기계,A13000,방사선 진료 장치,A13180.01,치료용 엑스선 조사장치,3,방사선  치료용 엑스선을 발생시켜 제어하는 기구
A,기구·기계,A13000,방사선 진료 장치,A13190.01,치료용 방사선 모사장치,3,치료에 사용하는 방사선량 또는 위치를 결정하는 데에 사용하는 투시용 또는 촬영용 엑스선 장치
A,기구·기계,A13000,방사선 진료 장치,A13200.01,방사선 혈액 조사장치,3,림프구를 억제하기 위하여 혈액 제제 등에 방사선을 조사하는 기구
A,기구·기계,A14000,의료용 필름 현상기,A14010.01,암실 의료용 필름 현상기,1,"암실에서 엑스선, 초음파 등 화상 진단을 위하여 필름을 현상하는 기구"
A,기구·기계,A14000,의료용 필름 현상기,A14010.02,명실 의료용 필름 현상기,1,"명실에서 엑스선, 초음파 등 화상 진단을 위하여 필름을 현상하는 기구"
A,기구·기계,A14000,의료용 필름 현상기,A14010.03,엑스선 롤 필름 현상기,1,엑스선 간접촬영 등에 사용되는 롤 필름을 현상하는 기구
A,기구·기계,A14000,의료용 필름 현상기,A14010.04,치과용 자동 현상기,1,치과용 X선 필름을 자동 현상하는 기구. 수동식은 제외한다.
A,기구·기계,A14000,의료용 필름 현상기,A14020.01,의료용 영상 출력기,1,"엑스선, 초음파 등 영상을  단순히 모니터에 출력하는 기구"
A,기구·기계,A14000,의료용 필름 현상기,A14020.02,의료용 필름 출력기,1,"엑스선, 초음파 등 영상을 레이저 등을 이용하여 필름으로 출력하는 기구"
A,기구·기계,A15000,방사선 장해 방어용 기구,A15010.01,방사선 방어용 앞치마,1,방사선을 방어하기 위한 앞치마
A,기구·기계,A15000,방사선 장해 방어용 기구,A15010.02,방사선 방어용 흉부 앞치마,1,흉부에 노출되는 방사선을 방어하기 위한 앞치마
A,기구·기계,A15000,방사선 장해 방어용 기구,A15020.01,방사선 방어용 장갑,1,방사선을 방어하기 위한 장갑
A,기구·기계,A15000,방사선 장해 방어용 기구,A15020.02,손 방사선 방어기구,1,손에 노출되는 방사선을 방어하기 위한 기구
A,기구·기계,A15000,방사선 장해 방어용 기구,A15030.01,방사선 방어용 안경,1,방사선을 방어하기 위한 안경
A,기구·기계,A15000,방사선 장해 방어용 기구,A15030.02,안면 방사선 방어기구,1,안면에 노출되는 방사선을 방어하기 위한 기구
A,기구·기계,A15000,방사선 장해 방어용 기구,A15030.03,방사선 방어용 이불,1,방사선을 방어하기 위한 이불
A,기구·기계,A15000,방사선 장해 방어용 기구,A15030.04,갑상선 방사선 방어용 기구,1,갑상선에 노출되는 방사선을 방어하기 위한 기구
A,기구·기계,A15000,방사선 장해 방어용 기구,A15030.05,생식선 방사선 방어용 기구,1,생식선에 노출되는 방사선을 방어하기 위한 기구
A,기구·기계,A15000,방사선 장해 방어용 기구,A15030.06,방사선 방어용 커튼,1,방사선을 방어하기 위한 커튼
A,기구·기계,A15000,방사선 장해 방어용 기구,A15030.07,흉부 X선 간접 촬영용 방어상자,1,흉부 엑스선 간접촬영 시에 흉부 이외에 노출되는 방사선을 방어하기 위한 상자
A,기구·기계,A15000,방사선 장해 방어용 기구,A15040.01,방사선 방어용 칸막이,1,방사선 방어용 칸막이
A,기구·기계,A15000,방사선 장해 방어용 기구,A15050.01,기타 방사선 방어용 기구,1,그 밖에 분류되지 않은 방사선 장해 방어용 기구
A,기구·기계,A15500,레이저 장해 방어용 기구,A15510.01,레이저 방어용 안경,1,레이저 진료 시 물체에 반사되어 눈에 들어오는 레이저 빔이 영향을 미치는 것을 방지하기 위하여 사용하는 안경
A,기구·기계,A16000,이학 진료용 기구,A16010.01,저주파 자극기,2,"근육통 완화 등의 목적으로 전극을 통하여 인체에 저주파 전류를 가하는 기구. 단, 개인용은 제외한다."
A,기구·기계,A16000,이학 진료용 기구,A16010.02,간섭 전류형 저주파 자극기,2,근육통 완화 등의 목적으로 전극을 통하여 인체에 피부저항이 거의 없을 정도의 높은 주파수(약 4000HZ)의 서로 다른 중주파를 가하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16010.03,경피성 통증완화 전기 자극장치,2,급성 통증 또는 만성의 난치성 통증 완화 등을 목적으로 전극을 통하여 인체에 저주파 전류를 가하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16010.04,침전기 자극기,2,멸균침 또는 비멸균침을 통하여 인체에 미세 전류 등 전기자극을 가하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16010.05,편두통완화 전기 자극장치,3,편두통 발병의 빈도 등을 줄이기 위해 경피적으로 삼차신경에 저주파 전류를 가하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16020.01,자외선 조사기,2,자외선을 쬐어 피부 질환의 치료 등에 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16030.01,신생아 황달 치료용 광선 조사기,2,신생아의 황달 치료 또는 예방을 위하여 특정 파장을 방사하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16040.01,전위 발생기,2,인체에 교류 전계 또는 직류 전계를 가하여 혈액 순환의 개선 등에 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16050.01,적외선 조사기,2,적외선 에너지를 인체에 쬐어 근육통 등 통증 부위의 통증 완화에 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16060.01,고출력 광선 조사기,3,에너지 밀도 20J/㎠ 또는 2W/㎠ 이상의 출력광선(적외선 및 자외선 제외)을 이용하여 피부질환 치료 등에 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16060.02,저출력 광선 조사기,2,에너지 밀도 20J/㎠ 또는 2W/㎠ 미만의 출력광선(적외선 및 자외선 제외)을 이용하여 피부질환 치료 등에 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16060.03,펄스 광선 조사기,3,"에너지가 세기가 큰 펄스형태의 빛(IPL, Intense Pulsed Light)을 방출시켜 피부질환치료 등을 위해 사용하는 기구"
A,기구·기계,A16000,이학 진료용 기구,A16060.04,치아 미백용 광선 조사기,2,치아의 미백을 목적으로 가시광선을 조사하는 기구로서 광촉매제와 함께 사용한다. 치과용 진료장치에 부착되거나 또는 단독으로 사용할 수 있다.
A,기구·기계,A16000,이학 진료용 기구,A16060.05,치아 미백 처치용 온열기,2,"치아에 미백제를 도포한 후, 활성을 촉진하기 위하여 열을 가하는 기구"
A,기구·기계,A16000,이학 진료용 기구,A16060.06,두부용 적외선 조사기,2,적외선 에너지를 두부에 쬐어 인지장애 개선 등에 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16070.01,극초단파 자극기,2,의 전자파 에너지를 인체에 가하여 통증의 완화 등에 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16080.01,초단파 자극기,2,의 전자파 에너지를 인체에 가하여 통증의 완화 등에 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16085.01,고주파 자극기,3,고주파 에너지를 인체에 가하여 통증의 완화 등에 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16090.01,초음파 자극기,2,이상의 초음파 에너지를 인체에 가하여 통증의 완화 등에 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16100.01,파라핀 욕조,2,파라핀을 통에 넣고 일정 온도를 유지하여 손발 등의 통증 완화 등에 사용하는 기구. 의학적 효능·효과를 목적으로 하지 않는 미용용 제품은 제외한다.
A,기구·기계,A16000,이학 진료용 기구,A16110.01,의료용 이온 도입기,2,"직류 전류를 가하여 식염수 또는 약물 이온을 도입, 낭포성 섬유증 등의 진단을 위하여 땀을 유도하는 기구. 불소 이온 도입기 등 이와 유사한 기구를 포함한다."
A,기구·기계,A16000,이학 진료용 기구,A16120.01,의료용 증기 욕조,2,인체에 가열된 증기를 공급하는 통이 있는 기구로서 국부적인 혈액 순환의 개선 등을 위하여 사용하는 기구. 의학적 효능·효과를 목적으로 하지 않는 전기스팀 사우나기기는 제외한다.
A,기구·기계,A16000,이학 진료용 기구,A16130.01,물요법 장치,2,"인체에 일정한 온도 또는 일정한 열을 가하기 위하여 자체 조절기능이 있는 기구로 물, 온수, 증기 등을 가압하거나 와류시켜 통증의 완화, 소양증 및 외상치료의 보조 등에 사용하는 기구. 분만용 욕조를 포함하되, 일정한 온도 또는 일정한 열을 가하기 위한 자체 조절 기능이 없거나, 의학적 효능·효과를 목적으로 제조되지 않은 욕조, 반신욕조, 발욕조 및 안면 사우나기기 등은 제외한다."
A,기구·기계,A16000,이학 진료용 기구,A16150.01,의료용 온열기,2,"인체에 일정한 열을 가하여 근육통의 완화 등에 사용하는 기구(자체 열조절 기능이 있는 것에 한함). 적외선 또는 광선을 사용하는 것은 여기에서 제외되며, 단순 보온에 사용되는 온열 전기매트 등의 제품은 해당되지 않는다."
A,기구·기계,A16000,이학 진료용 기구,A16160.01,의료용 극저온기,3,"환부를 극저온의 낮은 온도로 유지하여 통증의 완화, 부종의 경감 등에 사용하는 기구"
A,기구·기계,A16000,이학 진료용 기구,A16160.02,의료용 저온기,2,"환부를 낮은 온도로 유지하여 통증의 완화, 부종의 경감 등에 사용하는 기구"
A,기구·기계,A16000,이학 진료용 기구,A16170.01,의료용 전기 충격기,3,환자의 머리에 짧고 강한 전류를 가하여 정신 분열 환자에게 운동성 발작을 유도하기 위해 사용하는 기구.
A,기구·기계,A16000,이학 진료용 기구,A16180.01,항발작용 미주신경 전기 자극장치,3,발작의 조절을 목적으로 미주신경을 자극하는 전기신경자극 기구로서 발작을 소실시키거나 발작빈도를 저하시키기 때문에 뇌전증 치료에 사용한다.
A,기구·기계,A16000,이학 진료용 기구,A16180.02,심리요법용 뇌용 전기 자극장치,3,"환자 뇌의 특정영역(대뇌, 소뇌 등)을 자극하여 정신질환(조울병, 불안, 불면 등) 치료에 사용하는 기구"
A,기구·기계,A16000,이학 진료용 기구,A16180.03,행동요법용 전기 자극장치,2,"바람직하지 않은 행동특성을 교정하기 위해 환자의 팔, 다리에 전기펄스를 공급하는 기구"
A,기구·기계,A16000,이학 진료용 기구,A16180.04,표면전극 기능식 근육 전기 자극장치,2,신경장애로 마비된 말초근육을 표면에서 전기자극함으로써 생체기능을 보조 및 제어하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16180.05,이식전극 기능식 근육 전기 자극장치,3,신경장애로 마비된 말초근육을 이식전극에 의하여 전기자극함으로써 생체기능을 보조 및 제어하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16180.06,보행 신경근 전기 자극장치,2,"하지의 부분마비 환자의 보행기능을 개선하기 위하여 하지신경(배골신경, 대퇴신경 등)을 자극하고 하지의 근육수축을 유발함"
A,기구·기계,A16000,이학 진료용 기구,A16180.07,연조직 전기 자극장치,2,체외로부터의 손상이 있는 조직의 치료촉진을 위하여 전기자극하는 기구로서 보통 직류전류을 공급한다.
A,기구·기계,A16000,이학 진료용 기구,A16180.08,비이식형 요실금 신경근 전기 자극장치,3,요실금 또는 변실금 치료에 사용하는 비이식형 신경근 자극 기구. 플러그 또는 페서리를 직장이나 질에 삽입하며 골반상의 근육을 자극한다.
A,기구·기계,A16000,이학 진료용 기구,A16180.09,이식형 통증완화 전기 자극장치,4,통증완화를 목적으로 뇌·척수의 일부나 전부를 전기자극하는 이식형 장치. 약물요법이 바람직하지 않거나 효과가 없는 경우의 급성 또는 만성의 난치성 통증완화에 사용한다.
A,기구·기계,A16000,이학 진료용 기구,A16180.10,이식형 말초신경 무통법 전기 자극장치,4,통증치료를 목적으로 말초신경 주위를 전기자극하는 이식형 장치. 약물요법이 바람직하지 않거나 효과가 없는 경우의 중중 만성 난치성 통증치료에 이용한다.
A,기구·기계,A16000,이학 진료용 기구,A16180.11,이식형 보행 신경근 전기 자극장치,4,"하지에 이식하는 전기 신경근 보행자극 장치로서, 보통 신경주위에 배치하는 전극을 갖춘 이식형 수신기와 이식형 수신기에 자극 펄스를 송신하는 체외형 송신기로 구성되며 체외형 송신기는 보통 신발 굽에 있는 스위치에 의해 작동한다."
A,기구·기계,A16000,이학 진료용 기구,A16180.12,이식형 요실금 신경근 전기 자극장치,4,요실금 또는 변실금의 치료를 목적으로 신경근을 전기자극하는 기구. 복부에 이식하고 전극을 방광벽 또는 골반저에 설치하며 체외형 송신기를 통해서 경피적으로 이식된 수신기에 자극 펄스를 송신한다.
A,기구·기계,A16000,이학 진료용 기구,A16180.13,정신요법용 미주신경 전기 자극장치,4,정신요법중에 미주신경의 특정영역을 자극하는 전기 뇌자극 기구. 보통 체외형 펄스제너레이터와 전극으로 구성된다.
A,기구·기계,A16000,이학 진료용 기구,A16180.14,진동용 뇌 전기 자극장치,4,신체의 떨림 등을 조절하기 위해 뇌심부의 특정영역(시상 등)을 전기 자극하는 기구. 여러 종류의 떨림(본태성 및 파킨슨병 등) 및 파킨슨 증상의 조절에 사용한다.
A,기구·기계,A16000,이학 진료용 기구,A16180.15,척주측만증 신경근 전기 자극장치,2,척주의 측만을 안정시키거나 진행을 지연시키기 위해 등 부위의 근육조직을 자극하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16180.16,이식형 척주측만증 신경근 전기 자극장치,4,척주의 측만을 안정시키거나 진행을 지연시키기 위해 등 부위의 근육조직을 자극하는 이식형 기구
A,기구·기계,A16000,이학 진료용 기구,A16180.17,치과용 양측성 근 전기 자극장치,2,두경부의 통증을 완화시키거나 근육을 이완시키기 위하여 전기자극을 하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16180.18,이식형 통증 제거용 전기 자극장치,4,통증완화를 위해 척수의 일부나 전부를 자극하는 기구. 이식형 리드·전극 시스템을 내장하며 약물요법이 바람직하지 않거나 효과가 없는 급성 또는 만성 난치성 통증 치료에 사용한다.
A,기구·기계,A16000,이학 진료용 기구,A16180.19,혼수 각성용 미주신경 전기 자극장치,4,중증 혼수 등 상태에서의 각성을 위해 미주신경을 전기자극하는 기구. 펄스제너레이터와 피하 내 미주신경 주위에 이식된 전극과 접속하는 리드와이어로 구성된다.
A,기구·기계,A16000,이학 진료용 기구,A16180.20,횡격신경 전기 자극장치,4,횡격막을 주기적으로 수축시키고 횡격신경에 전기 자극 하는 기구. 환자의 횡격신경 주위에 배치한 이식형 수신기와 이식형 수신기에 자극펄스를 보내는 외부송신기로 구성된다.
A,기구·기계,A16000,이학 진료용 기구,A16180.21,발작방지용 뇌 전기 자극장치,4,"발작을 예방 또는 완화하기 위해 대뇌, 소뇌 등을 자극하는 기구. 뇌전증이나 경련성 장애, 운동장애 및 뇌성마비 등 치료에 사용한다."
A,기구·기계,A16000,이학 진료용 기구,A16180.22,경조직 전기 자극장치,2,손상이 있는 경조직의 치료촉진을 위하여 전기자극하는 기구로서 보통 직류전류를 공급한다.
A,기구·기계,A16000,이학 진료용 기구,A16180.23,비침습적 무통증 신호 장치,2,무통증 신호를 피부에 부착한 전극을 통해 전기적 신호로 통증 신경계에 전달하는 장치
A,기구·기계,A16000,이학 진료용 기구,A16180.24,말초혈관 자극기,2,말초혈관을 자극하여 혈류의 개선에 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16180.25,이식형 시신경 전기 자극장치,4,망막 질환이 있는 눈의 시신경을 자극하는데 사용하는 이식형 장치
A,기구·기계,A16000,이학 진료용 기구,A16185.01,체외 충격파 치료기,3,"통증의 완화 등의 목적으로 고속 수중 방전 동력(electrohydraulic) 등을 이용, 충격파를 발생하여 체내에 기계적인 자극을 가하는 기구"
A,기구·기계,A16000,이학 진료용 기구,A16190.01,성기 동맥혈류 충전기,3,음압 등 물리적인 에너지를 인체에 가해 음핵 및 해면체 등 성기 내에 혈액 유입 장애 등을 개선하기 위하여 의사의 처방·지도로 사용되는 기구
A,기구·기계,A16000,이학 진료용 기구,A16250.01,의료용 고주파 온열기,3,고주파 온열을 이용하여 암 치료에 사용하는 기기
A,기구·기계,A16000,이학 진료용 기구,A16260.01,의료용 공명기,2,공명 현상을 이용하여 치료를 목적으로 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16265.01,고막 자극기,3,내이의 림프 수종에 따른 현기증의 증상을 완화하고자 약한 공기압으로 고막을 자극하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16270.01,2등급 의료용 조합 자극기,2,두 가지 이상의 기능을 조합하여 사용하는 기구. 개별 기능의 해당 등급 중 상위 등급이 2등급인 기구
A,기구·기계,A16000,이학 진료용 기구,A16270.02,3등급 의료용 조합 자극기,3,두 가지 이상의 기능을 조합하여 사용하는 기구. 개별 기능의 해당 등급 중 상위 등급이 3등급인 기구
A,기구·기계,A16000,이학 진료용 기구,A16270.03,4등급 의료용 조합 자극기,4,두 가지 이상의 기능을 조합하여 사용하는 기구. 개별 기능의 해당 등급 중 상위 등급이 4등급인 기구
A,기구·기계,A16000,이학 진료용 기구,A16275.01,남성 성기 확대기,2,인위적으로 남성의 성기를 끌어당기거나 하여 확대하거나 성기의 굴곡을 교정하기 위한 목적으로 사용하는 기구
A,기구·기계,A16000,이학 진료용 기구,A16280.01,이식형 전기 자극장치용 전극,4,"이식형 통증완화 전기 자극장치, 진동용 뇌 전기 자극장치 등에 사용하는 전극"
A,기구·기계,A17000,심혈관용 기계 기구,A17010.01,저출력 심장 충격기,3,전기 충격을 직접 혹은 흉벽에 놓인 전극을 통하여 심장에 보냄으로써 심방이나 심실의 세동을 제거하는 데에 사용하는 기구. 50Ω의 시험 부하에서 최대 전기 출력이 360J 이내
A,기구·기계,A17000,심혈관용 기계 기구,A17010.02,고출력 심장 충격기,3,전기 충격을 직접 혹은 흉벽에 놓인 전극을 통하여 심장에 보냄으로써 심방이나 심실의 세동을 제거하는 데에 사용하는 기구. 50Ω의 시험 부하에서 최대 전기 출력이 360J 이상
A,기구·기계,A17000,심혈관용 기계 기구,A17020.01,전동식 심폐 인공 소생기,3,"심박동 정지 시 혈액의 순환을 위하여 심장 부위의 가슴을 주기적으로 압박해주는 기구. 전기, 공압, 수동식 기구 등이 있다. 심폐 소생기를 포함한다."
A,기구·기계,A17000,심혈관용 기계 기구,A17030.01,경동맥동 신경 자극장치,4,인체에 삽입하여 경동맥동의 허링 신경을 자극함으로써 동맥압을 낮추는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17040.01,원심분리방식 자동 혈액성분 분리장치,3,"혈액에서 적혈구, 백혈구, 혈장, 혈소판 등의 일부 성분을 분리 추출하고 나머지는 혈액 제공자에게 되돌려주는 원심분리방식 기구. 분리된 성분은 수혈되거나 주사용 혈액 제품을 만드는 데에 사용한다."
A,기구·기계,A17000,심혈관용 기계 기구,A17040.02,여과방식 자동 혈액성분 분리장치,3,"혈액에서 적혈구, 백혈구, 혈장, 혈소판 등의 일부 성분을 분리 추출하고 나머지는 혈액 제공자에게 되돌려주는 여과기 방식 기구. 분리된 성분은 수혈되거나 주사용 혈액 제품을 만드는 데에 사용한다."
A,기구·기계,A17000,심혈관용 기계 기구,A17050.01,혈액 농축기,2,혈액을 농축하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17060.01,자동 혈액회수 재주입장치,3,수술 또는 외상에 따라 유출되는 혈액을 모아서 재주입하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17070.01,회전식 지혈대,2,사지에 혈액의 흐름을 억제함으로써 일시적으로 전체 혈액 흐름 양을 줄여 심장의 부하를 줄이는 데에 사용하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17080.01,지혈대,1,환자의 사지를 묶을 수 있는 끈이나 지혈만을 하는 튜빙 등으로 구성된 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17090.01,공압식 지혈대,2,"압력 조절 장치, 연결 튜빙, 팽창 커프 등으로 구성되어 있으며 사지 주위를 커프 등으로 싸서 팽창시켜 혈액의 순환을 줄이거나 막는 기구"
A,기구·기계,A17000,심혈관용 기계 기구,A17090.02,지혈대 커프,1,"혈액의 순환을 줄이거나 막는 기기 또는 수동으로 공기를 주입할 수 있는 기구에 연결하여 사용하는 커프로서, 커프 내의 공기주머니를 가압하거나 감압하는 기구"
A,기구·기계,A17000,심혈관용 기계 기구,A17100.01,사지압박 순환장치,2,혈액이 괴는 것을 방지하거나 혈액 순환이 잘 되도록 주기적으로 슬리브 등을 부풀려 사지를 압박해주는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17110.01,위치조정 카테터 제어장치,2,위치 조정 카테터의 움직임을 제어하는 가이드와이어의 인접단에 연결하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17120.01,생체신호 처리장치,2,"생체 신호의 증폭, 처리 및 기록 등을 위하여 사용하는 기구"
A,기구·기계,A17000,심혈관용 기계 기구,A17120.02,원격 생체신호 처리장치,2,"생체신호처리를 원격지에서 송신, 수신, 기록 등을 하기 위한 시스템"
A,기구·기계,A17000,심혈관용 기계 기구,A17120.03,생체신호 증폭기,2,의료기기 간의 생체 신호 레벨과 임피던스를 조절하는 증폭기
A,기구·기계,A17000,심혈관용 기계 기구,A17130.01,혈액용적 측정기,2,"혈구의 양, 혈장의 양, 전체 혈액의 양 등을 측정하는 기구"
A,기구·기계,A17000,심혈관용 기계 기구,A17140.01,경피 혈중가스 분석기,2,환자의 피부 위에서 혈액 중의 산소 또는 이산화탄소 분압 등을 측정하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17140.02,피하 혈중가스 분석장치,2,"카테터, 캐뉼러 또는 프로브 등을 피하조직에 삽입하여 혈중의 산소분압을 측정하기 위해 사용하는 자동 또는 반자동 기구. 그래프 및 데이터 출력기능을 갖추고 있다."
A,기구·기계,A17000,심혈관용 기계 기구,A17140.03,자동 혈액성분 분리장치용 혈장 여과기,3,자동 혈액성분 분리장치를 이용하여 혈장 성분을 분리 추출할 때 사용되는 여과기
A,기구·기계,A17000,심혈관용 기계 기구,A17150.01,혈중 수소이온 농도 측정기,2,환자의 산염기 평형을 진단하기 위하여 혈액 내의 pH를 측정하는 기구로서 카테터형 pH전극을 사용한다.
A,기구·기계,A17000,심혈관용 기계 기구,A17170.01,내장형 혈중가스 분석기,2,"환자의 순환기, 호흡기, 신진대사 상태 등을 진단하기 위하여 혈관 내에서 혈액의 산소 분압(PO2), 이산화탄소 분압(PCO2) 등을 측정하는 데에 사용하는 기구. 카테터형 변환 전극을 사용한다."
A,기구·기계,A17000,심혈관용 기계 기구,A17180.01,초음파 혈관 감시기,2,초음파를 이용하여 환자의 혈액 흐름 내에 공기 방울 등을 감시하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17190.01,펄스 옥시미터,2,프로브에 의한 광검출을 이용하여 혈액의 산소포화도를 경피적으로 측정하는 기구로서 운동용 및 레저용 등은 제외한다.
